"12ge -- Polttonesteiden kuluttajahinnat (sisältää alv:n), 1988M01-2025M03"

"Kuukausi","Polttoneste","Hinta","Hinta, vuosimuutos (%)"
"2024M04","Kevyt polttoöljy, eur/MWh",147.4,5.4
"2024M05","Moottoribensiini 95 E 10, snt/l",188.0,-4.1
"2024M05","Dieselöljy, snt/l",178.0,-4.3
"2024M05","Kevyt polttoöljy, snt/l",137.0,7.0
"2024M05","Kevyt polttoöljy, eur/MWh",137.4,7.4
"2024M06","Moottoribensiini 95 E 10, snt/l",186.0,-6.1
"2024M06","Dieselöljy, snt/l",175.0,-5.4
"2024M06","Kevyt polttoöljy, snt/l",133.0,0.0
"2024M06","Kevyt polttoöljy, eur/MWh",133.4,0.4
"2024M07","Moottoribensiini 95 E 10, snt/l",187.0,-3.6
"2024M07","Dieselöljy, snt/l",177.0,-4.3
"2024M07","Kevyt polttoöljy, snt/l",140.0,3.7
"2024M07","Kevyt polttoöljy, eur/MWh",140.4,4.1
"2024M08","Moottoribensiini 95 E 10, snt/l",185.0,-6.6
"2024M08","Dieselöljy, snt/l",175.0,-9.8
"2024M08","Kevyt polttoöljy, snt/l",132.0,-12.6
"2024M08","Kevyt polttoöljy, eur/MWh",132.4,-12.3
"2024M09","Moottoribensiini 95 E 10, snt/l",180.0,-12.2
"2024M09","Dieselöljy, snt/l",171.0,-16.6
"2024M09","Kevyt polttoöljy, snt/l",127.0,-20.1
"2024M09","Kevyt polttoöljy, eur/MWh",127.4,-19.8
"2024M10","Moottoribensiini 95 E 10, snt/l",178.0,-11.0
"2024M10","Dieselöljy, snt/l",170.0,-17.5
"2024M10","Kevyt polttoöljy, snt/l",132.0,-14.3
"2024M10","Kevyt polttoöljy, eur/MWh",132.4,-14.0
"2024M11","Moottoribensiini 95 E 10, snt/l",175.0,-10.3
"2024M11","Dieselöljy, snt/l",172.0,-15.3
"2024M11","Kevyt polttoöljy, snt/l",132.0,-10.8
"2024M11","Kevyt polttoöljy, eur/MWh",132.4,-10.5
"2024M12","Moottoribensiini 95 E 10, snt/l",176.0,-5.9
"2024M12","Dieselöljy, snt/l",177.0,-10.2
"2024M12","Kevyt polttoöljy, snt/l",129.0,-8.5
"2024M12","Kevyt polttoöljy, eur/MWh",129.4,-8.2
"2025M01","Moottoribensiini 95 E 10, snt/l",179.0,1.7
"2025M01","Dieselöljy, snt/l",180.0,-1.6
"2025M01","Kevyt polttoöljy, snt/l",133.0,-2.9
"2025M01","Kevyt polttoöljy, eur/MWh",133.4,-2.9
"2025M02","Moottoribensiini 95 E 10, snt/l",178.0,-2.2
"2025M02","Dieselöljy, snt/l",179.0,-6.3
"2025M02","Kevyt polttoöljy, snt/l",132.0,-11.4
"2025M02","Kevyt polttoöljy, eur/MWh",132.4,-11.4
"2025M03","Moottoribensiini 95 E 10, snt/l",179.0,-6.8
"2025M03","Dieselöljy, snt/l",179.0,-7.7
"2025M03","Kevyt polttoöljy, snt/l",126.0,-12.5
"2025M03","Kevyt polttoöljy, eur/MWh",126.4,-12.5
